Product,Brewer Value,Brand Value,Package Value,Segment Value,AB Segment Value,AB Subsegment Value,AB Megasegment Value,Date,Display Count,Display Share,Distribution (%),Feature Count,Feature Share,Price per Unit,Price per Volume,Unit Sales,Volume Sales,Volume Share of Category, Average of Max TemperatureC , Average of Mean TemperatureC , Average of Min TemperatureC , Average of Dew PointC , Average of MeanDew PointC , Average of Min DewpointC , Average of Max Humidity , Average of  Mean Humidity , Average of  Min Humidity , Average of  Max Sea Level PressurehPa , Average of  Mean Sea Level PressurehPa , Average of  Min Sea Level PressurehPa , Average of  Max VisibilityKm , Average of  Mean VisibilityKm , Average of  Min VisibilitykM , Average of  Max Wind SpeedKm/h , Average of  Mean Wind SpeedKm/h , Average of  Max Gust SpeedKm/h , Average of Precipitationmm , Average of  CloudCover , Average of WindDirDegrees ," State GDP(Millions of dollars, seasonally adjusted at annual rates.) "," Alcohol Retail Trade employees (in 1000s, State) ","State Personal income (thousands of dollars, seasonally adjusted,quarterly)","Resident Population in city, Thousands of Persons, Annual, Not Seasonally Adjusted","Per Capita Personal Income in city, Dollars, Annual, Not Seasonally Adjusted",Occupancy (%) ,Labor Force in city,Employment in city,Unemployment in city,Unemp. Rate in city,"Consumer Price Index, Malt Beverages","Consumer Price Index, Wine",Producer Price Index by Industry
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,7/27/2014,178,0.658376727,0.635290292,275,0.777917758,15.74923694,31.49847388,2752,1375.919584,0.129605661,30.8,25.4,19.6,17.6,16.4,12,83,60.2,36.6,1015.6,1014,1012.4,16,15.8,13.4,14.2,3.4,23.6,0,0,248.4,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,08-03-2014,226,0.783678949,0.635331277,713,1.575359193,14.96697242,29.93394483,3119,1559.701482,0.146080353,28,23.42857143,18.42857143,17.42857143,16,14.57142857,85.71428571,67,48,1015.285714,1014.142857,1012.714286,16,14.71428571,10.28571429,15.42857143,3.285714286,24.28571429,0.072857143,3.142857143,251.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,08-10-2014,154,0.544200995,0.634048127,264,0.798555465,15.60867069,31.21734138,2969,1484.410717,0.142981204,29.42857143,24,18.28571429,17.14285714,16.14285714,14,88.71428571,66.57142857,44,1014.857143,1013.714286,1012.428571,16,14.42857143,10.71428571,15.57142857,3.571428571,23.71428571,0,1.285714286,261.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,8/17/2014,168,0.598845708,0.662677142,385,1.033294189,15.64831302,31.29662604,3178,1589.047827,0.151744607,28.85714286,24,19,17.14285714,15.85714286,14.57142857,81.57142857,64.85714286,47.42857143,1013.714286,1012.142857,1010.571429,16,15.71428571,14.14285714,14.28571429,3.857142857,23.57142857,0,1.857142857,251.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,8/31/2014,322,1.05692561,0.748475749,993,1.727206785,14.18450281,28.36900562,6152,3075.754776,0.22459457,31,26,21,19,18,17,84,66,48,1010,1009,1007,16,15,10,14,4,26,0,2,232,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,09-07-2014,262,1.040724663,0.709540746,243,0.725874198,15.53423802,31.06847605,4189,2094.428961,0.189090036,32.42857143,26.57142857,20,17.57142857,15.71428571,11.85714286,81.14285714,56.71428571,32,1010.714286,1009.428571,1007.857143,16,15.71428571,13,15.14285714,2.571428571,24.57142857,0.035714286,0.571428571,246.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,9/14/2014,356,1.353197541,0.724386087,701,1.512703265,14.77643609,29.55287218,5232,2615.817337,0.241543338,32.42857143,26.85714286,21.14285714,18,16.28571429,13.42857143,76.14285714,57.57142857,38.57142857,1010,1008.285714,1007,16,16,15.42857143,14.14285714,2.571428571,24,0,1.142857143,219.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,9/21/2014,301,1.20573654,0.713913648,27,0.071575034,15.98375258,31.96750517,3745,1872.467265,0.193182794,27.85714286,22.71428571,17.57142857,16.71428571,15.42857143,12.57142857,87.42857143,66.14285714,43.85714286,1013.571429,1012.285714,1010.428571,16,15.71428571,13.85714286,15,2.285714286,24.42857143,0,0.714285714,222.2857143,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,9/28/2014,330,1.297621851,0.728662429,667,1.761159282,15.3783556,30.7567112,4631,2315.537941,0.245307111,27,22.33333333,17.33333333,16,14,12.33333333,82,62.66666667,42.66666667,1012.333333,1011.333333,1009,16,16,14.66666667,14.66666667,3,25.33333333,0,1.333333333,203.6666667,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10-05-2014,445,1.758021915,0.724069488,301,0.903526036,15.83883845,31.6776769,4624,2312.082423,0.231258932,30.42857143,24.42857143,18,17.85714286,14.42857143,8.571428571,87.42857143,60.28571429,32.42857143,1013.285714,1011.857143,1010.571429,16,13.71428571,8.285714286,12.85714286,1.857142857,19.42857143,0,1.428571429,206,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10-12-2014,371,1.50226459,0.662467505,395,1.178426895,15.98673498,31.97346995,4075,2037.371421,0.214656677,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10/19/2014,418,1.705822734,0.714161752,505,1.417994714,14.82503902,29.65007804,5405,2702.47464,0.301379581,27.57142857,22.14285714,16.42857143,16.42857143,14,10.85714286,87.85714286,64,40,1014.571429,1012.857143,1011.714286,16,15.14285714,9.857142857,12.85714286,1.714285714,20.57142857,0,1.571428571,242.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10/26/2014,309,1.234285969,0.742263777,275,0.678988786,15.42208577,30.84417155,5034,2516.945613,0.272748343,25.83333333,21,15.83333333,15.16666667,13.33333333,10.83333333,84.83333333,64.5,43.66666667,1015.5,1013.833333,1012.333333,16,15.83333333,13,13.83333333,2,20.83333333,1.058333333,2.166666667,249.3333333,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11-02-2014,321,1.28917617,0.771381936,1021,2.172151535,14.6114816,29.2229632,6770,3385.00287,0.356317458,28,20.57142857,13.14285714,9,3.714285714,-2.571428571,65.71428571,41.14285714,16,1019.571429,1017.571429,1016.142857,16,16,15.71428571,12.28571429,1.857142857,18.71428571,0,0,216.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11-09-2014,184,0.817779585,0.71872653,537,1.722151445,15.12740372,30.25480744,4156,2077.970795,0.240798091,22,18.57142857,15,13.57142857,12.71428571,10.71428571,85.42857143,70.71428571,55,1015.857143,1014.428571,1012.714286,16,14,9.142857143,12.71428571,2.285714286,21.14285714,0,4.714285714,153.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11/16/2014,269,1.318235115,0.686569657,240,0.616504202,15.73108172,31.46216343,3829,1914.367162,0.234550691,23.14285714,17.71428571,12,10.57142857,5,-1.142857143,74.85714286,51.57142857,27.85714286,1020.428571,1018.142857,1016.142857,16,15.71428571,13.71428571,13,1.714285714,20.85714286,0,0.571428571,163,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11/23/2014,302,1.251763575,0.757991918,720,1.576725588,14.93802831,29.87605662,5675,2837.4668,0.296383136,27.42857143,19.85714286,12.28571429,9.142857143,0.857142857,-7,67.57142857,40.42857143,13,1021,1018.857143,1016.857143,16,15.28571429,13.57142857,11.85714286,2.142857143,19.14285714,0,0.571428571,174,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11/30/2014,359,1.671414474,0.736305579,724,1.760955419,14.89774234,29.79548468,8585,4292.364854,0.347525409,19,17,16,15,13,9,90,75,60,1019,1015,1012,16,14,2,19,7,26,7.62,7,98,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12-07-2014,292,1.391709452,0.694062211,27,0.079209269,15.75066435,31.5013287,3904,1952.043551,0.274068859,21.85714286,17,12.14285714,12.85714286,10,7.285714286,88.57142857,66.14285714,43.28571429,1018.571429,1016.571429,1014.857143,16,13.42857143,10.14285714,15.28571429,2.714285714,24.14285714,5.841428571,2.714285714,191.5714286,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/14/2014,231,1.125886913,0.700330426,265,0.627154995,15.75709425,31.51418849,4360,2180.17921,0.281157741,17.85714286,13.71428571,9.571428571,10.28571429,8.428571429,5.857142857,87,69.28571429,51.14285714,1020.857143,1018.714286,1017,16,14.85714286,11.85714286,11.57142857,1.571428571,18,2.37,2.571428571,157.2857143,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/21/2014,334,1.335777475,0.736199259,732,1.502108615,14.617086,29.234172,7358,3679.186011,0.402337939,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND102 12-PACK 11.2-13 OZ GLASS,COMPETITOR 5,BRAND102,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/28/2014,339,1.415964027,0.704059887,736,1.904537408,14.93958375,29.8791675,7646,3823.097475,0.319619577,15.25,10.75,6,4.75,-0.75,-6.5,75,53,30.75,1020.5,1018,1015.75,16,15.5,13,16.5,3.5,24.5,1.2075,2.25,141.75,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND13 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND13,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,8/17/2014,2,0.006237976,0.002491674,2,0.004696792,16.55666667,33.11333333,53,26.28369033,0.002509936,28.85714286,24,19,17.14285714,15.85714286,14.57142857,81.57142857,64.85714286,47.42857143,1013.714286,1012.142857,1010.571429,16,15.71428571,14.14285714,14.28571429,3.857142857,23.57142857,0,1.857142857,251.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND13 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND13,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/21/2014,9,0.034953999,0.146265751,248,0.509067836,16.68656203,33.37312407,1169,584.4935718,0.063917382,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND13 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND13,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/28/2014,3,0.014592483,0.15457206,253,0.655957065,16.11893082,32.23786164,1667,833.3843254,0.06967281,15.25,10.75,6,4.75,-0.75,-6.5,75,53,30.75,1020.5,1018,1015.75,16,15.5,13,16.5,3.5,24.5,1.2075,2.25,141.75,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,06-01-2014,47,0.189373322,0.186018974,2,0.00446883,16.77319328,33.54638655,1041,520.3025012,0.049494677,25.14285714,20.71428571,15.42857143,13.71428571,12.71428571,10.85714286,86.14285714,67.28571429,47.57142857,1011.571429,1010.285714,1008.714286,16,14.28571429,9.142857143,14,2.714285714,24.33333333,0,1.428571429,261.2857143,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,6/15/2014,21,0.078317876,0.17623426,98,0.210164852,16.79048209,33.58096419,1269,634.3844107,0.055418238,25,20.42857143,15.71428571,14.42857143,13.14285714,11.57142857,86.14285714,67.14285714,47.14285714,1013,1012,1011.142857,16,15.28571429,12.71428571,13.28571429,3.142857143,24.33333333,0,1.428571429,191.8571429,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,6/29/2014,30,0.105241321,0.191890156,100,0.19806247,17.44454545,34.88909091,1038,518.9549063,0.046629089,25.5,22,18,17,16.5,16,87,74.5,61,1012.5,1011,1010,16,15,11,12,3,24,0,4.5,206.5,2332968,15.2,1926214144,10109.436,49400,0.831,5017300,4604200,413100,0.082,1.342,12.082,100
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,07-06-2014,21,0.062771032,0.222701204,110,0.228674295,17.04067251,34.08134503,1795,897.5024777,0.053098902,28.71428571,23.85714286,18.57142857,17.42857143,16.42857143,14.57142857,88.14285714,66.71428571,44.85714286,1014.714286,1013.285714,1011.857143,16,15.71428571,12.57142857,15,3.857142857,24.14285714,0,2,205.7142857,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,7/20/2014,60,0.206125129,0.214160936,109,0.288019117,16.79309585,33.58619171,1352,676.0189548,0.067943424,29.71428571,24.57142857,19,17,16.42857143,14.57142857,83.57142857,64.71428571,45,1015,1013.285714,1011.857143,16,15.71428571,13.71428571,16.14285714,3.857142857,25.28571429,0,1,243.4285714,2380773,15.3,1954980268,10109.436,49400,0.87,5021600,4613100,408500,0.081,1.191,10.961,100.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,08-03-2014,23,0.078975398,0.199941991,103,0.228369023,16.95763127,33.91526253,1139,569.5662444,0.053345104,28,23.42857143,18.42857143,17.42857143,16,14.57142857,85.71428571,67,48,1015.285714,1014.142857,1012.714286,16,14.71428571,10.28571429,15.42857143,3.285714286,24.28571429,0.072857143,3.142857143,251.2857143,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,08-10-2014,39,0.136050249,0.212382025,186,0.561196788,16.74126923,33.48253846,1367,683.5263026,0.065838526,29.42857143,24,18.28571429,17.14285714,16.14285714,14,88.71428571,66.57142857,44,1014.857143,1013.714286,1012.428571,16,14.42857143,10.71428571,15.57142857,3.571428571,23.71428571,0,1.285714286,261.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,8/17/2014,37,0.130997499,0.215464084,103,0.277110714,16.54366707,33.08733414,1453,726.3059762,0.069357896,28.85714286,24,19,17.14285714,15.85714286,14.57142857,81.57142857,64.85714286,47.42857143,1013.714286,1012.142857,1010.571429,16,15.71428571,14.14285714,14.28571429,3.857142857,23.57142857,0,1.857142857,251.8571429,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,8/31/2014,42,0.138276716,0.209701155,107,0.18609985,16.79404279,33.58808559,1557,778.3714943,0.056837435,31,26,21,19,18,17,84,66,48,1010,1009,1007,16,15,10,14,4,26,0,2,232,2380773,15.3,1954980268,10109.436,49400,0.87,5026700,4621800,404900,0.081,1.345,12.402,101.5
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,9/28/2014,26,0.102985861,0.211949682,108,0.285842606,16.06971864,32.13943728,1490,745.0170152,0.078926788,27,22.33333333,17.33333333,16,14,12.33333333,82,62.66666667,42.66666667,1012.333333,1011.333333,1009,16,16,14.66666667,14.66666667,3,25.33333333,0,1.333333333,203.6666667,2380773,15.4,1954980268,10109.436,49400,0.766,5031200,4629400,401800,0.08,1.189,10.757,99.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10-05-2014,16,0.062047832,0.215567159,103,0.309402612,16.79716253,33.59432507,1268,633.8263192,0.063396528,30.42857143,24.42857143,18,17.85714286,14.42857143,8.571428571,87.42857143,60.28571429,32.42857143,1013.285714,1011.857143,1010.571429,16,13.71428571,8.285714286,12.85714286,1.857142857,19.42857143,0,1.428571429,206,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10-12-2014,17,0.070861537,0.215792945,108,0.323285254,16.83243964,33.66487929,1376,687.9340091,0.072480465,25.71428571,21.85714286,17.42857143,16,14.85714286,13.42857143,85.28571429,67.71428571,49.85714286,1015,1013.428571,1012.142857,16,13.57142857,10,15,2,24.28571429,0,2.714285714,253.2857143,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,10/26/2014,24,0.097627139,0.229464014,302,0.746732667,16.10671156,32.21342312,1557,778.5634029,0.084368878,25.83333333,21,15.83333333,15.16666667,13.33333333,10.83333333,84.83333333,64.5,43.66666667,1015.5,1013.833333,1012.333333,16,15.83333333,13,13.83333333,2,20.83333333,1.058333333,2.166666667,249.3333333,2394469,15.4,1974525376,10109.436,49400,0.804,5033900,4635900,397900,0.079,1.336,12.283,102.7
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11-02-2014,24,0.098089491,0.247904523,112,0.237866054,16.48326233,32.96652466,1559,779.2832919,0.082030135,28,20.57142857,13.14285714,9,3.714285714,-2.571428571,65.71428571,41.14285714,16,1019.571429,1017.571429,1016.142857,16,16,15.71428571,12.28571429,1.857142857,18.71428571,0,0,216.7142857,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11/16/2014,49,0.239679112,0.218168699,107,0.274501871,16.8187373,33.6374746,1205,602.2731338,0.073791268,23.14285714,17.71428571,12,10.57142857,5,-1.142857143,74.85714286,51.57142857,27.85714286,1020.428571,1018.142857,1016.142857,16,15.71428571,13.71428571,13,1.714285714,20.85714286,0,0.571428571,163,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11/23/2014,40,0.166419435,0.233627239,306,0.669725674,16.08501584,32.17003168,1655,827.6614454,0.086452076,27.42857143,19.85714286,12.28571429,9.142857143,0.857142857,-7,67.57142857,40.42857143,13,1021,1018.857143,1016.857143,16,15.28571429,13.57142857,11.85714286,2.142857143,19.14285714,0,0.571428571,174,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,11/30/2014,12,0.057024517,0.235290621,313,0.761379275,16.34860787,32.69721574,2399,1199.502191,0.097116043,19,17,16,15,13,9,90,75,60,1019,1015,1012,16,14,2,19,7,26,7.62,7,98,2394469,15.5,1974525376,10109.436,49400,0.724,5034400,4641300,393100,0.078,1.235,10.694,101.8
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/14/2014,16,0.076680695,0.220380294,114,0.268774172,16.74924501,33.49849003,1227,613.5330922,0.079121742,17.85714286,13.71428571,9.571428571,10.28571429,8.428571429,5.857142857,87,69.28571429,51.14285714,1020.857143,1018.714286,1017,16,14.85714286,11.85714286,11.57142857,1.571428571,18,2.37,2.571428571,157.2857143,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
BRAND16 12-PACK 11.2-13 OZ GLASS,COMPETITOR 589,BRAND16,12-PACK 11.2-13 OZ GLASS,CRAFT/IMPORT,HE BEER,CRAFT,ABOVE CORE,12/21/2014,68,0.272641193,0.240595638,304,0.623787349,16.04631579,32.09263158,1892,946.1981141,0.103471637,21.14285714,15.14285714,9,8.571428571,3.571428571,-0.714285714,78,52.57142857,26.71428571,1019.857143,1017.142857,1014.142857,15.57142857,13.85714286,10.71428571,11.14285714,2.285714286,20.6,0,0.285714286,119.1428571,2394469,15.8,1974525376,10109.436,49400,0.675,5034000,4646200,387800,0.077,1.349,14.42,101.5
